region_code,sgg_name,year,net_rate,population,pagerank_lag1,closeness,house_age,childcare_pk,pop_density,seoul_dist_km,ln_pop,fertility,doctor_per1000,aging_ratio,youth_ratio,fiscal_indep,employ_rate,biz_count,sewer_supply,academy_pk,culture_facility_count,senior_fac_pk,hospital_bed,extinction_risk
26710,기장군,2018,16.86844914596273,164864.0,0.0037567975554755,192.48364041781343,7.1,15.4,755.2259028001679,323.9,12.0129,1.241,1.8,14.567070026991782,15.566675765019864,33.29,,11143.0,90.3,1.2,7.0,8.1,12.3,1.0686209193870753
26710,기장군,2019,-2.483061754777921,164716.0,0.0035209100657665,179.44548604744176,7.0,17.1,754.5441675348319,323.9,12.012,1.151,1.9,15.36756983189349,15.166619110352908,32.07,,11509.0,91.8,1.3,7.0,7.9,10.7,0.9869237150871094
26710,기장군,2020,55.47566530121172,174545.0,0.0030559339671435,194.575208563666,7.8,17.4,799.5798077896904,323.9,12.0699,1.086,1.8,15.869169158846375,15.457816277657466,30.63,,17736.0,91.9,1.3,9.0,7.4,10.0,0.9740784865879636
26710,기장군,2021,15.898376852505294,177125.0,0.00458720317263,189.2079459778109,7.5,17.2,811.3238606437487,323.9,12.0846,0.995,1.9,16.556575545092194,15.294197351038244,28.52,57.25,17930.0,96.4,1.5,9.0,7.1,9.7,0.9237536656891496
26710,기장군,2022,9.792065571567738,178614.0,0.0037536805974956,165.2226328415355,9.3,17.5,818.078821029216,323.9,12.093,0.956,2.0,17.45318142373261,15.101755171738096,27.46,56.85,18481.0,96.5,1.7,9.0,6.9,9.9,0.8652723423365625
26710,기장군,2023,2.517778312417123,178729.0,0.0037307882379961,157.72127098208367,11.4,18.7,818.593297572299,323.9,12.0936,0.845,2.1,18.41548704750182,14.852011413864489,26.57,57.05,18994.0,97.1,2.0,9.0,6.8,9.9,0.8064957161086468
26710,기장군,2024,-15.248311753385034,175626.0,0.0034054531100753,160.70794407991025,12.0,18.9,804.3704289689324,323.9,12.0761,0.883,2.2,19.527749150187613,14.467023863073443,27.76,59.05,19715.0,97.1,2.1,9.0,6.7,10.0,0.7408444133426638
27110,중구,2017,-8.824348618742562,78986.0,0.0025929411583965,177.63100905445555,36.9,10.5,1827.9021388552856,237.4,11.277,1.04,10.5,19.553850633648576,20.92243027333612,58.4,,62936.0,100.0,3.7,11.666666666666666,2.5,12.5,1.0699902881191323
27110,중구,2018,5.680029218775583,79401.0,0.0026887190987982,183.9402362680908,33.7,10.2,1837.211406125514,237.4,11.2823,1.001,10.4,19.49699000025188,21.52086849197753,53.39,,60957.0,100.0,3.9,11.166666666666666,2.5,11.7,1.1038046637814094
27110,중구,2019,-24.86405497216517,77421.0,0.0029741020184131,176.13635409379333,31.6,10.9,1791.3404408252488,237.4,11.257,0.886,9.7,20.026607424246336,21.71088321149028,54.93,,60127.0,100.0,4.0,12.166666666666666,2.4,10.7,1.0841019026120606
27110,중구,2020,-9.144708479757536,76547.0,0.0025058647309918,189.6437733694363,30.8,11.8,1770.6713061897897,237.4,11.2457,0.788,10.1,20.673303025552595,22.251397815749595,53.45,,76129.0,100.0,3.6,12.666666666666666,2.5,10.9,1.0763349131121642
27110,중구,2021,-16.87368801058951,74791.0,0.002757325164042,165.12675582276125,29.4,12.6,1729.9548377992974,237.4,11.2225,0.783,10.2,20.95678682212001,22.23098727136592,55.28,55.5,70308.0,100.0,3.8,13.333333333333334,2.6,10.5,1.0608013270384076
27110,중구,2022,75.22537687502339,80199.0,0.0026194856008699,164.80422735594914,28.1,11.5,1853.6602989056337,237.4,11.2923,0.804,10.2,20.061097256857856,22.586034912718205,55.26,57.75,68143.0,100.0,3.6,13.333333333333334,2.7,9.7,1.1258623904531049
27110,중구,2023,100.35480104194735,89064.0,0.0039993521240444,163.58033585795206,28.7,8.9,2058.453402639549,237.4,11.3971,0.824,10.3,19.19384719025431,22.941671812721047,55.83,57.85,67202.0,100.0,3.1,13.0,2.6,8.2,1.1952617724480843
27110,중구,2024,87.1345089089253,97711.0,0.0048281472054022,168.02309640299504,25.4,7.6,2258.016849807441,237.4,11.4898,0.965,10.5,18.387710823645,23.18343703946292,53.63,60.2,67098.0,100.0,2.9,13.166666666666666,2.4,7.7,1.2608114877275003
27140,동구,2017,-6.374166735837013,349379.0,0.0067143672758331,190.1021350389333,18.9,12.5,4977.891893465815,237.2,12.7639,1.123,5.4,16.82666437689622,18.448108077165266,15.28,,13890.0,98.7,1.1,8.166666666666666,2.5,34.0,1.096361564238208
27140,동구,2018,5.61642626768121,351291.0,0.0061291548971399,195.5020941072411,18.7,12.6,5004.96869016721,237.2,12.7694,1.024,5.5,17.51989797661205,18.34029809958667,15.26,,13880.0,98.9,1.1,8.5,2.4,34.4,1.046826763721444
27140,동구,2019,-16.467468861171334,345469.0,0.0069743990023909,190.87695578342613,21.9,13.5,4920.359778027539,237.2,12.7527,0.963,5.4,18.495672562016964,18.11995252843952,15.64,,13826.0,99.0,1.1,9.666666666666666,2.4,33.4,0.979686057248384
27140,동구,2020,-8.408399625643424,341920.0,0.0057313093504538,202.67079702086195,22.9,14.7,4869.816864392574,237.2,12.7423,0.82,5.4,19.687003723082235,18.09891758622605,15.82,,18639.0,99.0,1.2,10.333333333333334,2.3,33.6,0.9193332739103308
27140,동구,2021,3.3446971028245414,341436.0,0.0063303770546289,177.5827098900346,23.6,14.8,4862.940507049666,237.2,12.7409,0.814,5.3,20.621373781986136,18.01942964587904,15.73,49.4,18208.0,99.0,1.2,10.666666666666666,2.2,33.6,0.8738229487707537
27140,동구,2022,-0.4005537065944099,339530.0,0.0065710871583601,168.53362707219267,24.8,16.0,4832.635339697692,237.2,12.7353,0.795,5.6,21.59331548518397,17.73033979224283,16.3,51.05,17943.0,99.0,1.3,11.166666666666666,2.2,33.6,0.8211031698401441
27140,동구,2023,12.937082316014854,342813.0,0.0062979869840308,166.82211513184123,25.0,15.6,4879.124306552734,237.2,12.7449,0.727,5.3,22.3780242347162,17.586212931793916,17.27,55.95,17620.0,99.2,1.3,11.666666666666666,2.2,32.7,0.7858697777488105
27140,동구,2024,1.6650162558166028,342339.0,0.0076750011426996,171.12421418519398,27.3,16.2,4872.319078084058,237.2,12.7436,0.806,5.7,23.61891686627329,17.35818192440264,16.56,58.5,17400.0,99.2,1.4,11.666666666666666,2.2,33.5,0.7349270935107659
27170,서구,2017,-36.39214133922246,191992.0,0.003260024237322,179.97366776250584,40.2,19.3,3293.2725371263423,234.4,12.1652,0.819,13.4,18.057429177105416,18.91266869104603,11.41,,9480.0,100.0,0.9,8.6,1.8,46.4,1.0473621967752171
27170,서구,2018,-37.20738506931638,184372.0,0.003203036319547,180.60528753739783,42.3,19.7,3161.067656241618,234.4,12.1247,0.694,13.2,19.37702375076611,18.460403638276755,11.61,,9368.0,100.0,0.9,8.8,1.8,44.6,0.9526955158707944
27170,서구,2019,-47.53618558053824,175277.0,0.0030437673443496,179.0823643276986,44.2,19.1,3004.6754029467247,234.4,12.0741,0.616,13.7,20.91192277410742,17.937219730941703,11.72,,9345.0,100.0,0.8,11.2,1.8,49.8,0.8577508593877885
27170,서구,2020,-21.113063854715875,170700.0,0.0028661023436929,193.1920101659857,45.6,20.0,2924.6759545908785,234.4,12.0477,0.497,13.7,22.54468339377039,17.621455058845584,12.17,,11630.0,100.0,0.8,11.4,1.7,50.2,0.7816235318573953
27170,서구,2021,-27.58193134299329,164528.0,0.0031040127218921,165.88791441932054,47.9,20.1,2809.2084514409294,234.4,12.0108,0.47,14.0,24.044393389615205,17.26808039920014,11.32,50.4,11376.0,100.0,0.8,12.0,1.6,50.4,0.7181749241658241
27170,서구,2022,-18.907944214682125,159827.0,0.0027017305823592,158.51677263388328,48.3,21.4,2722.2527174677784,234.4,11.9818,0.459,14.0,25.576870135395552,16.808694346422403,12.4,51.15,11216.0,100.0,0.8,12.2,1.6,50.2,0.6571833948971354
27170,서구,2023,33.40280824923212,164088.0,0.0029054152203617,164.03570800384807,46.5,19.5,2794.060803039781,234.4,12.0082,0.474,14.3,26.15531815051588,16.78540304347031,13.62,52.3,11146.0,100.0,0.8,12.4,1.6,48.1,0.641758702642248
27170,서구,2024,0.6436387041407423,163135.0,0.0044742860604989,162.93120002889722,47.6,16.5,2778.2985539431097,234.4,12.0023,0.675,9.7,27.70939584150648,16.200593369948997,12.43,54.45,10790.0,100.0,0.9,12.6,1.6,47.1,0.5846606495000443
27200,남구,2017,-20.77922077922078,152845.0,0.0036621412233523,184.97199347107923,38.9,11.7,3755.0220942262026,240.1,11.9372,0.753,2.2,20.325033039791684,19.36720620755532,23.32,,16061.0,100.0,0.9,9.8,1.5,12.7,0.9528745252044036
27200,남구,2018,-11.847097361479326,150501.0,0.0035807626182125,189.25896283489,42.6,12.0,3368.133933813092,240.1,11.9217,0.683,2.1,21.31666024371769,19.159878274042867,24.83,,16552.0,100.0,0.8,10.0,1.5,12.4,0.898821769216383
27200,남구,2019,-12.152883271556176,148113.0,0.0037537536570159,187.67463165143545,44.8,12.4,3314.706124146158,240.1,11.9057,0.663,2.2,22.21599578702892,19.23315824297501,22.83,,16526.0,100.0,0.9,11.25,1.5,12.2,0.8657346907764777
27200,남구,2020,-4.173713786895084,146632.0,0.0036516975315977,198.4872885882224,46.2,13.0,3281.245480198728,240.1,11.8957,0.567,2.3,23.25533815716789,19.63200643784141,19.65,,24635.0,100.0,0.8,11.5,1.5,12.6,0.8441935483870968
27200,남구,2021,-12.977125894883883,143175.0,0.0037643043460976,171.19514572624024,47.1,13.6,3203.8404786578626,240.1,11.8718,0.549,2.4,24.163267586746382,19.69045091356093,19.7,49.6,24190.0,100.0,0.8,11.25,1.5,13.0,0.814891895016765
27200,남구,2022,-1.3213773415583774,141519.0,0.0034924737029475,163.19410029056365,48.3,14.7,3158.501854246689,240.1,11.8602,0.492,2.5,25.133550028264555,19.77741661955908,20.74,52.5,23966.0,100.0,0.7,10.75,1.5,13.3,0.7868930810537266
27200,남구,2023,-10.28831715605624,139187.0,0.0040532147032623,161.0146474129599,48.8,14.4,3106.2470851943863,240.1,11.8436,0.563,2.6,26.25010776791103,19.56059430410668,19.59,52.4,23686.0,100.0,0.7,12.0,1.5,14.1,0.7451624380764704
27200,남구,2024,-13.870236234340943,136263.0,0.0039961671871232,164.2002533715721,52.0,15.7,3040.1136574991574,240.1,11.8223,0.517,2.6,27.67422063054072,19.07180179651265,18.43,53.55,24050.0,100.0,0.8,12.25,1.5,14.1,0.6891540705383188
27230,북구,2017,0.3625035400736335,441375.0,0.0069846074682247,191.1315921084684,11.8,13.4,4294.794761050986,231.5,12.9977,1.14,2.2,12.277060827956207,19.55317008627565,14.17,,15251.0,99.8,1.4,12.25,3.5,15.8,1.592658891267439
27230,북구,2018,-5.699801360216068,439489.0,0.0072628950030223,191.6506170524576,11.7,13.6,4277.428586892144,231.5,12.9934,1.075,2.2,12.929304421033471,19.41659650959066,14.03,,15224.0,99.8,1.4,12.0,3.3,15.0,1.501751051510832
27230,북구,2019,-4.605789221173837,437710.0,0.0068596682502152,188.9277323817384,11.5,13.4,4260.03882965392,231.5,12.9893,0.961,2.4,13.716813148401572,19.39704508225747,13.25,,15111.0,99.8,1.4,13.5,3.1,15.9,1.4141072618254498
27230,북구,2020,5.785178404726266,440263.0,0.0065280346743048,203.53468794336467,11.6,13.6,4285.002816192969,231.5,12.9951,0.875,2.5,14.527647048134757,19.780631621027386,12.53,,20802.0,99.8,1.4,13.75,2.9,16.1,1.3615853658536583
27230,북구,2021,-4.697854501519423,437008.0,0.0075074183935979,178.36427991622728,12.0,14.2,4253.1912783362295,231.5,12.9877,0.808,2.5,15.378401817811532,19.773505808804853,11.9,51.45,21049.0,99.8,1.5,13.75,2.8,16.2,1.2857971877092478
27230,북구,2022,-11.255198277142432,430912.0,0.007082366949658,170.93654882085903,16.4,15.2,4193.928361027073,231.5,12.9737,0.805,2.6,16.348079542738326,19.733681740861844,11.18,53.55,20544.0,99.8,1.5,14.25,2.7,15.7,1.2070947960139682
27230,북구,2023,-24.70068442224468,419624.0,0.0072076291322931,168.32608940583927,20.4,16.0,4084.59653274183,231.5,12.9471,0.698,2.6,17.547095621090257,19.48263330354484,11.09,55.3,20780.0,99.8,1.6,14.75,2.7,15.6,1.11030530204259
27230,북구,2024,-13.658264933052468,413010.0,0.0073583114419151,170.4515553582396,23.7,16.0,4020.05024613118,231.5,12.9312,0.739,2.8,18.915234703191924,19.07164700213796,10.69,57.55,20699.0,99.8,1.7,15.5,2.6,16.1,1.0082691175341134
27260,수성구,2017,-17.499561714073643,439211.0,0.007080477602326,196.3096314941919,13.5,11.7,5738.573007751927,244.3,12.9927,0.849,2.5,13.388523082247298,17.764086591441036,25.81,,27466.0,99.6,2.2,13.0,2.9,8.3,1.3268145024148017
27260,수성구,2018,-13.758234952941477,432759.0,0.0068910434221961,200.1752689383105,14.8,12.4,5654.437366234914,244.3,12.9779,0.763,2.6,14.09534152879194,17.598900083186987,25.78,,27557.0,99.6,2.3,13.0,2.8,8.0,1.2485614518270791
27260,수성구,2019,-8.408498089189807,428614.0,0.0072802283966902,198.10923262281327,16.2,12.1,5600.209956851205,244.3,12.9683,0.722,2.8,14.785996756996372,17.483522508544965,28.1,,27563.0,99.6,2.3,14.0,2.7,9.2,1.182437869822485
27260,수성구,2020,-8.177905984718866,424314.0,0.0070662872190693,208.4714147617676,17.3,11.9,5543.913286263077,244.3,12.9582,0.628,2.8,15.663834651143608,17.449064963529455,25.51,,37852.0,99.6,2.3,15.0,2.6,9.8,1.1139714732787676
27260,수성구,2021,-13.577177491087204,417097.0,0.0074480488519341,180.28546058635035,21.5,12.3,5449.717716572289,244.3,12.9411,0.676,3.0,16.573563047533195,17.32686323118308,26.06,53.0,36963.0,99.6,2.4,17.0,2.6,10.9,1.0454519152875823
27260,수성구,2022,-9.019494451504425,411553.0,0.0071174962219663,171.5392920170437,29.7,12.5,5377.365168418392,244.3,12.9277,0.69,3.2,17.501470037953705,16.961322208021304,27.69,53.15,36566.0,99.6,2.5,17.0,2.5,11.3,0.9691370022768924
27260,수성구,2023,-7.146522115920467,407331.0,0.0074163270360542,168.1789613485502,31.2,12.7,5322.083287222684,244.3,12.9174,0.569,3.3,18.402433395854,16.64318050140917,28.6,52.05,38258.0,99.6,2.8,19.0,2.5,11.0,0.9044010725863472
27260,수성구,2024,7.311045765533223,409107.0,0.008139880256301,175.39412796785078,34.5,12.9,5345.191254967803,244.3,12.9217,0.626,3.5,19.345014030524947,16.18839035169197,24.12,52.85,38766.0,99.6,3.0,21.0,2.5,11.0,0.836824947562609
27290,달서구,2017,-25.829141208300754,578068.0,0.0093466143080331,191.41658918048367,9.4,13.6,9272.337652293983,238.0,13.2674,1.04,2.3,11.583392293999504,20.023907180630687,23.66,,42931.0,100.0,1.6,12.0,2.6,13.3,1.728673835125448
27290,달서구,2018,-8.855746207358395,573413.0,0.0087567875889569,193.57042034328103,10.1,13.8,9197.943963821865,238.0,13.2594,0.895,2.4,12.365760166302184,19.835581272867422,23.11,,42849.0,100.0,1.7,13.0,2.6,13.6,1.6040729406123513
27290,달서구,2019,-8.303933821655267,568887.0,0.008688831972936,192.11084720701,12.1,13.6,9125.597332037209,238.0,13.2514,0.889,3.2,13.305255164461194,19.70510891423268,22.61,,42679.0,100.0,1.7,16.0,2.4,15.3,1.4810019552925011
27290,달서구,2020,-17.487393288234987,558631.0,0.0084412577310636,204.02471495765965,12.5,14.3,8961.030229913915,238.0,13.2332,0.743,3.4,14.420047544716375,19.722643887210182,22.36,,60591.0,100.0,1.8,16.0,2.2,16.5,1.367723915337347
27290,달서구,2021,-23.208655854189377,544926.0,0.0082822369513941,176.29188787424582,14.9,15.2,8739.426181772935,238.0,13.2084,0.725,3.5,15.548871683730114,19.41067335624772,21.71,54.85,59739.0,100.0,1.8,16.0,2.1,17.1,1.2483653959636491
27290,달서구,2022,-11.113821698396055,536989.0,0.0073069397653191,169.52679142863954,18.8,15.4,8609.0727110739,238.0,13.1937,0.676,3.6,16.60012290731671,19.07372576770517,20.55,55.6,59909.0,100.0,1.9,16.0,2.0,17.6,1.1490111172187882
27290,달서구,2023,-15.432537359245597,527781.0,0.0085607077377609,169.548774842027,23.8,15.8,8461.925603576627,238.0,13.1764,0.684,3.7,17.75714215338909,18.65713495344669,21.09,57.05,59835.0,100.0,2.1,16.0,2.0,16.8,1.0506834259861928
27290,달서구,2024,-8.626089755009856,522021.0,0.00876553338228,170.7141515069085,29.4,16.4,8369.78452327481,238.0,13.1655,0.695,3.6,19.23462995812437,18.188313902479205,18.29,56.85,60319.0,100.0,2.1,16.0,1.9,17.6,0.9456024858329432
27710,달성군,2017,97.0025680534155,243375.0,0.0076043157235616,191.15678760934608,7.6,9.8,570.3974519390648,241.2,12.4024,1.634,1.4,11.062306883176648,19.796528827821973,25.86,,17314.0,87.5,1.3,6.0,7.6,9.9,1.7895479701370576
27710,달성군,2018,22.008198193523665,250543.0,0.0076046389074283,190.8321203632246,7.8,10.4,587.1790561277987,241.2,12.4314,1.615,1.5,11.471837282074206,19.26128743853375,28.09,,18071.0,89.6,1.5,6.0,7.3,9.9,1.6790063321967852
27710,달성군,2019,17.217587900522336,256540.0,0.0054450672808647,188.12587194708087,7.9,10.4,601.2291767963457,241.2,12.455,1.517,1.5,11.901021669050952,18.77711554878168,27.56,,18710.0,91.1,1.5,7.0,6.9,10.8,1.5777734106318169
27710,달성군,2020,6.354616929964255,259339.0,0.0052520243153876,201.05120293528591,8.9,11.3,607.8050209097546,241.2,12.4659,1.321,1.5,12.747358679725457,18.16264363383975,27.92,,26084.0,91.4,1.5,7.0,6.4,10.8,1.424816237635742
27710,달성군,2021,9.754201736705136,262451.0,0.0049700474396597,175.20888246341934,10.0,11.7,614.8335781090218,241.2,12.4778,1.247,1.5,13.53123618795056,17.71371526983982,28.36,61.75,26278.0,92.1,1.5,8.0,6.0,11.5,1.3090980767606228
27710,달성군,2022,1.2273808528586956,263162.0,0.0049872654147059,165.15579063500613,11.6,12.9,614.3414680948985,241.2,12.4805,1.135,1.5,14.436679928409388,17.09814829592306,29.06,63.0,26404.0,92.1,1.7,8.0,5.7,11.5,1.184354600968625
27710,달성군,2023,-5.047999877901741,262084.0,0.0051202569595087,164.7771062909643,12.3,14.2,611.8278258155025,241.2,12.4764,1.025,1.6,15.336245874430052,16.559131579449414,29.27,62.05,27083.0,92.4,1.7,8.0,5.6,11.6,1.079738269393442
27710,달성군,2024,-18.20793539871108,257580.0,0.0051363095618857,164.61653518642106,12.6,15.3,601.3000007971578,241.2,12.4591,1.049,1.7,16.677860556485143,15.687880705486815,29.99,61.7,27180.0,93.8,2.0,7.0,5.5,11.4,0.9406410763751484
27720,,2017,11.934751187280613,24215.0,0.0009956607964327,106.13377771791636,,13.8,37.41932664078953,213.5,10.0947,1.082,,44.82143633911871,7.5253382052285875,7.39,,,50.0,0.3,6.0,15.85,,0.1492809063840109
27720,,2018,0.8779631255487269,23919.0,0.0009956607964327,106.13377771791636,,13.8,37.41932664078953,213.5,10.0824,1.082,,44.82143633911871,7.5253382052285875,7.39,,,50.0,0.3,6.0,15.85,,0.1492809063840109
27720,,2019,7.213857316612843,23843.0,0.0009956607964327,106.13377771791636,,13.8,37.41932664078953,213.5,10.0792,1.082,,44.82143633911871,7.5253382052285875,7.39,,,50.0,0.3,6.0,15.85,,0.1492809063840109
27720,,2020,-12.770897832817337,23256.0,0.0009956607964327,106.13377771791636,,13.8,37.41932664078953,213.5,10.0543,1.082,,44.82143633911871,7.5253382052285875,7.39,,,50.0,0.3,6.0,15.85,,0.1492809063840109
27720,,2021,3.7916757463499673,22945.0,0.0009956607964327,106.13377771791636,,13.8,37.41932664078953,213.5,10.0409,1.082,,44.82143633911871,7.5253382052285875,7.39,,,50.0,0.3,6.0,15.85,,0.1492809063840109
27720,,2022,33.03341902313625,23340.0,0.0009956607964327,106.13377771791636,,13.8,37.41932664078953,213.5,10.0579,1.082,,44.82143633911871,7.5253382052285875,7.39,,,50.0,0.3,6.0,15.85,,0.1492809063840109
27720,군위군,2023,1.4790325387158518,22988.0,0.0009956607964327,106.13377771791636,51.4,12.3,37.41932664078953,213.5,10.0427,1.082,,44.82143633911871,7.5253382052285875,7.39,75.15,3432.0,50.0,0.3,6.0,15.9,,0.1678959627329192
27720,군위군,2024,-7.47896540978498,22463.0,0.0010077276826536,101.67768673592694,53.1,13.7,36.56442837576149,213.5,10.0196,1.3,,47.302350427350426,6.801994301994302,8.66,74.44999999999999,3533.0,50.0,0.3,6.0,15.8,,0.1437982307547524
28110,중구,2017,22.076458275070127,117999.0,0.0034592497854917,232.42976558088407,19.3,17.6,2730.744998895815,46.9,11.6784,1.047,10.5,14.053389830508475,18.49406779661017,58.4,,62936.0,86.7,0.8,11.666666666666666,3.3,12.5,1.3159862509799192
28110,중구,2018,36.09825386329684,122499.0,0.0037159616412675,247.2387867795524,18.9,16.4,2834.429793566446,46.9,11.7159,1.018,10.4,14.217142857142855,19.376326530612246,53.39,,60957.0,87.2,0.8,11.166666666666666,3.1,11.7,1.3628847037207166
28110,중구,2019,91.81929181929182,135135.0,0.0040780476197878,252.19617441932667,16.5,15.6,3126.70710105682,46.9,11.814,0.993,9.7,14.061390007103954,20.650307838029835,54.93,,60127.0,88.4,0.8,12.166666666666666,3.1,10.7,1.4685822544995264
28110,중구,2020,31.904615362594736,139729.0,0.0054289302977991,258.29369326351645,17.7,17.0,3232.185858917961,46.9,11.8475,0.816,10.1,14.635368210119514,20.79582051098547,53.45,,76129.0,88.7,1.0,12.666666666666666,2.9,10.9,1.4209290953545233
28110,중구,2021,30.550082501932007,143633.0,0.0041985267429033,250.94884667976515,17.7,16.9,3322.3062028536388,46.9,11.875,0.822,10.2,15.115501900664189,20.73464500048735,55.28,55.5,70308.0,91.3,1.1,13.333333333333334,2.9,10.5,1.3717470406706278
28110,중구,2022,62.564162923148345,152931.0,0.0045822468950347,241.0552594901994,16.7,15.7,3534.733889100082,46.9,11.9377,0.803,10.2,15.262338817252113,20.84717390735752,55.26,57.75,68143.0,91.8,1.1,13.333333333333334,2.8,9.7,1.3659226254230752
28110,중구,2023,38.77124775097825,158958.0,0.0057278158818432,217.86062331685773,16.4,16.2,3673.848423344757,46.9,11.9764,0.764,10.3,15.65372202895086,21.216791751332103,55.83,57.85,67202.0,92.2,1.3,13.0,2.7,8.2,1.355383193344854
28110,중구,2024,47.04002680820762,167113.0,0.0054351566450048,218.36443582485904,16.3,15.9,3861.837150595847,46.9,12.0264,0.843,10.5,15.909498904939143,21.31000394939981,53.63,60.2,67098.0,92.2,1.2,13.166666666666666,2.6,7.7,1.3394516116899235
28140,동구,2017,-20.090088793587288,69487.0,0.0018163068479253,213.1427667573599,31.8,19.2,990.0388231727125,31.3,11.1489,1.039,5.4,18.85505411006217,16.507886253741653,15.28,,13890.0,98.4,0.6,8.166666666666666,2.2,34.0,0.8755151885208365
28140,동구,2018,-47.287605876224845,66233.0,0.0016147827909701,228.80585767349984,31.9,20.6,943.645272027592,31.3,11.1009,1.005,5.5,19.906694446960778,15.954041730833108,15.26,,13880.0,98.3,0.7,8.5,2.1,34.4,0.8014410314751612
28140,동구,2019,-25.75007372685365,64427.0,0.0015854842654347,211.8175916233219,30.7,21.7,917.604819590123,31.3,11.0733,0.995,5.4,21.226795803066988,15.525858322468492,15.64,,13826.0,98.3,0.7,9.666666666666666,2.1,33.4,0.7314273179292191
28140,동구,2020,-25.582808352786927,62542.0,0.0015202411254764,231.6472691382681,36.4,23.1,890.7583245579093,31.3,11.0436,0.697,5.4,22.9921813792111,15.237516588587052,15.82,,18639.0,99.7,0.7,10.333333333333334,2.0,33.6,0.6627260083449235
28140,동구,2021,-2.976287284910386,61486.0,0.0015065553531733,229.97611047612463,36.6,24.2,875.7212479540991,31.3,11.0266,0.688,5.3,23.83918551889017,15.447167693984094,15.73,49.4,18208.0,99.8,0.7,10.666666666666666,2.0,33.6,0.6479738027015964
28140,동구,2022,-30.76323327514025,58999.0,0.0018415669952016,206.57495624584968,35.9,26.7,839.7509863836012,31.3,10.9853,0.679,5.6,24.90338983050848,15.449152542372882,16.3,51.05,17943.0,99.8,0.7,11.166666666666666,2.1,33.6,0.6203634383720139
28140,동구,2023,13.230893379509768,59482.0,0.0017509868242125,202.1859447540364,37.1,23.9,846.5842077236562,31.3,10.9934,0.775,5.3,25.6022729183128,15.859993611620126,17.27,55.95,17620.0,99.8,0.7,11.666666666666666,2.0,32.7,0.6194759997373432
28140,동구,2024,-14.512144915603129,58296.0,0.0020530183392183,186.1031853886589,36.8,24.5,829.694288339886,31.3,10.9733,0.73,5.7,27.076865018783124,15.616584043775838,16.56,58.5,17400.0,99.8,0.7,11.666666666666666,2.0,33.5,0.5767500791891036
28177,,2017,3.704083555347785,419267.0,0.00832199521735,280.37279441113094,,14.437499999999998,16772.621093321603,30.1,12.9463,0.951,2.1,15.046225719793634,20.66749411225252,16.55,,,100.0,0.9,16.714285714285715,1.6285714285714286,14.3,1.1255085711879012
28177,미추홀구,2018,-7.142136927368668,416542.0,0.00832199521735,280.37279441113094,21.6,13.1,16772.621093321603,30.1,12.9397,0.951,2.1,15.046225719793634,20.66749411225252,16.55,,27927.0,100.0,0.9,15.0,1.8,14.3,1.37359989788429
28177,미추홀구,2019,-18.81319369371573,408862.0,0.0082025346062586,265.5021875999408,23.5,13.7,16463.11681524041,30.1,12.9211,0.878,2.2,16.01269863010348,20.494884594595256,15.75,,28017.0,100.0,0.9,18.0,1.7,14.9,1.2799144646402931
28177,미추홀구,2020,-10.409479080879352,404343.0,0.0074354337042717,276.7336163666855,26.6,14.4,16281.156092825337,30.1,12.91,0.798,2.3,17.039204241932612,20.59409809469165,14.87,,41566.0,100.0,0.9,18.0,1.7,15.8,1.208630274177395
28177,미추홀구,2021,11.910254648263406,407464.0,0.0074376067135529,268.162854864051,30.1,14.7,16406.85231302617,30.1,12.9177,0.713,2.2,17.73379308652277,20.717116807578563,14.41,58.05,41395.0,100.0,0.9,18.0,1.6,16.6,1.1682281791887517
28177,미추홀구,2022,2.6871656436882394,406004.0,0.0085947627488435,246.4583306542449,32.1,14.9,16348.298369902264,30.1,12.9141,0.673,2.2,18.64656839201488,20.455905715446853,13.69,59.9,41696.0,100.0,0.9,18.0,1.6,16.2,1.0970332602435735
28177,미추홀구,2023,2.54190322540918,405995.0,0.0085399809171097,229.67284563514625,32.7,15.5,16345.277843212254,30.1,12.9141,0.659,2.4,19.6580754490192,20.03812845446753,14.21,59.7,42151.0,100.0,1.0,18.0,1.5,15.8,1.0193331746250516
28177,미추홀구,2024,17.59752009585858,412274.0,0.008653139625208,230.6769040687824,34.2,15.1,16594.915128561886,30.1,12.9294,0.753,2.6,20.47250015159784,19.66745497544115,14.34,59.3,42899.0,100.0,1.0,12.0,1.5,16.2,0.9606767531959765
28185,연수구,2017,15.557584546252036,335142.0,0.0073736847426525,261.9248853735117,1.6,13.6,6099.373799479589,35.8,12.7223,1.064,1.7,8.616620368022009,20.684006528556463,33.14,,18533.0,99.5,1.7,11.0,3.2,5.2,2.4004778724288385
28185,연수구,2018,28.652352039358007,346359.0,0.0069460701610093,274.97883821718494,1.4,13.7,6303.411332856535,35.8,12.7552,1.059,1.7,9.001328097932786,20.31903222081072,32.88,,19191.0,99.6,1.8,15.0,3.0,5.0,2.2573371395580075
28185,연수구,2019,51.41181284954303,366550.0,0.0075096319153645,268.42583262441366,1.4,14.1,6670.868734632457,35.8,12.8119,1.013,1.7,9.356133252944336,20.45608932999773,31.9,,19802.0,99.6,1.8,16.0,2.8,5.2,2.186382854643534
